Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
LY-2157299,C557799,700874-72-2,Alzheimer Disease,MESH:D000544,,ESR1,3.40,1
metacept-1,C527236,,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
Phellinus linteus extract,C526145,,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
pinostilbene,C522997,,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
Piracetam,D010889,7491-74-9,Alzheimer Disease,MESH:D000544,,ACHE,3.40,2
polyglutamine,C097188,26700-71-0,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
protoapigenone,C524112,,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
pycnidione,C572726,,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
selenobiotin,C013677,57956-29-3,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
Synthetic Cathinone,D000094982,,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
taurolithocholic acid 3-sulfate,C066776,15324-65-9,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
Tetrahydroisoquinolines,D044005,,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
waixenicin A,C568854,,Alzheimer Disease,MESH:D000544,,CASP3,3.40,1
bisphenol A,C006780,80-05-7,ALZHEIMER DISEASE 18,OMIM:615590,,ADAM10,3.40,1
"tris(1,3-dichloro-2-propyl)phosphate",C016805,13674-87-8,Alzheimer disease type 2,MESH:C536595,,APOE,3.40,1
4-nitrobenzylthioinosine,C001789,38048-32-7,Alzheimer Disease,MESH:D000544,,PPARG,3.39,3
Bethanechol,D018723,674-38-4,Alzheimer Disease,MESH:D000544,,APP,3.39,37
hydroxyibuprofen,C109994,,Alzheimer Disease,MESH:D000544,,IGF2R,3.39,1
Safflower Oil,D012450,8001-23-8,Alzheimer Disease,MESH:D000544,,PPARG,3.39,3
Soot,D053260,,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",MESH:C564330,,APOE,3.39,1
Soot,D053260,,Alzheimer disease type 2,MESH:C536595,,APOE,3.39,1
Soot,D053260,,Alzheimer disease type 4,MESH:C536596,,APOE,3.39,1
1-naphthylacetylspermine,C067506,122306-11-0,Alzheimer Disease,MESH:D000544,,TNF,3.38,1
4-ethylnaphthalen-1-yl-(1-pentylindol-3-yl)methanone,C582338,,Alzheimer Disease,MESH:D000544,,TNF,3.38,1
"4-methyl-2-((2-methylbenzyl) amino)-1,3-thiazole-5-carboxylic acid",C000628268,,Alzheimer Disease,MESH:D000544,,TNF,3.38,1
"8-(4-methoxyphenyl)-4-oxo-4,6,7,8-tetrahydroimidazo(2,1-c)(1,2,4)triazine-3-carbohydrazide",C570019,,Alzheimer Disease,MESH:D000544,,TNF,3.38,1
